datecollected,siteid,sampleid,basisofrecord,minimumdepthinmeters,maximumdepthinmeters,taxaname,taxanameid,samplingeffort,parameter,parameter_value,parameter_standardunit
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,11.5,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.78,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,1.44,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.02,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.9,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.08,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,32.2,mg/kg FW
1996-12-03,I-D10,I-D10_19961203,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,3.97,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.32,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.65,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,<6,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.19,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.88,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,1.51,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.05,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,15.95,mg/kg FW
1997-05-15,I-D10,I-D10_19970515,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.99,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.29,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.63,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",1,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,7.1,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,15.94,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,24.17,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,22.95,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,4.52,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.76,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.28,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.02,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.98,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.05,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,29.78,mg/kg FW
1997-11-05,I-D10,I-D10_19971105,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.9,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,<0.2,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.5,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",2.5,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,<1,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,19.2,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,18.1,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,<4,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,1.13,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.82,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,<0.02,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,2,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.19,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,68.17,mg/kg FW
1998-05-26,I-D10,I-D10_19980526,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,3.12,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)pyrene,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chrysene,<2.5,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(e)pyrene,<2,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Benzo(g,h,i)perylene",<5,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Fluoranthene,<7,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,0.32,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(b)fluoranthene,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Phenanthrene,<7,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,<0.2,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.33,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Benzo(a)anthracene,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"Indeno(1,2,3-cd)pyrene",<2,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,1.03,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<5,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,<4,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,12.22,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,16.61,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<6,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB101,5.99,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Pyrene,<8,µg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Lead,0.88,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Nickel,0.31,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Mercury,0.04,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Chromium,0.79,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Cadmium,0.04,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Zinc,43.18,mg/kg FW
1998-11-02,I-D10,I-D10_19981102,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Copper,1.16,mg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Hexachlorobenzene,0.28,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,alfa-HCH,0.32,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Aldrin,<0.3,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Dieldrin,<0.3,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,Gamma-HCH,0.21,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,"p,p-DDT",<1,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDE,1.26,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,p-p' DDD,<1,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB52,<4,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB28,<4,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB180,4.77,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB156,5.16,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB153,15.1,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB138,14.3,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB118,<6,µg/kg FW
1999-05-13,I-D10,I-D10_19990513,Frozen Specimen,Intertidal,Intertidal,Mytilus galloprovincialis,140481,3 kg,PCB105,<5,µg/kg FW
